,company_name,company_market,company_country_code,company_state_code,company_region,company_city,funding_round_type,funding_round_code,funded_at,funded_month, funded_quarter ,funded_year,raised_amount_usd,founded_at
2365,Lyft,Transportation,USA,CA,SF Bay Area,San Francisco,venture,D,2014-04-02,2014-04, 2014-Q2 ,2014.0,250000000,2012-01-01
2366,Lytics,Predictive Analytics,USA,OR,"Portland, Oregon",Portland,seed/angel,0,2013-08-09,2013-08, 2013-Q3 ,2013.0,2200000,2012-01-01
2367,Lytics,Predictive Analytics,USA,OR,"Portland, Oregon",Portland,venture,A,2014-10-22,2014-10, 2014-Q4 ,2014.0,7000000,2012-01-01
2368,Lyxia,Biotechnology,USA,CA,Los Angeles,Culver City,seed/angel,0,2013-06-30,2013-06, 2013-Q2 ,2013.0,1600000,2012-07-26
2369,Lyxia,Biotechnology,USA,CA,Los Angeles,Culver City,venture,A,2014-09-01,2014-09, 2014-Q3 ,2014.0,17100000,2012-07-26
2370,M-SIX,Software,USA,OR,"Portland, Oregon",Portland,seed/angel,0,2007-11-01,2007-11, 2007-Q4 ,2007.0,1000000,2007-01-01
2371,M-SIX,Software,USA,OR,"Portland, Oregon",Portland,venture,A,2012-03-31,2012-03, 2012-Q1 ,2012.0,5000000,2007-01-01
2372,MC10,Health and Wellness,USA,MA,Boston,Cambridge,venture,A,2010-07-02,2010-07, 2010-Q3 ,2010.0,6208131,2008-01-01
2373,MC10,Health and Wellness,USA,MA,Boston,Cambridge,venture,B,2011-08-24,2011-08, 2011-Q3 ,2011.0,2500000,2008-01-01
2374,MC10,Health and Wellness,USA,MA,Boston,Cambridge,venture,C,2012-12-17,2012-12, 2012-Q4 ,2012.0,10000000,2008-01-01
2375,MOGL,Hospitality,USA,CA,San Diego,San Diego,venture,A,2011-01-01,2011-01, 2011-Q1 ,2011.0,2400000,2010-01-01
2376,MOGL,Hospitality,USA,CA,San Diego,San Diego,venture,B,2012-01-31,2012-01, 2012-Q1 ,2012.0,12000000,2010-01-01
2377,MOLI,Curated Web,USA,CT,Hartford,Hartford,venture,A,2007-01-01,2007-01, 2007-Q1 ,2007.0,26000000,2008-01-01
2378,MOLI,Curated Web,USA,CT,Hartford,Hartford,venture,B,2008-01-01,2008-01, 2008-Q1 ,2008.0,29600000,2008-01-01
2379,Maana,Data Integration,USA,CA,SF Bay Area,Palo Alto,seed/angel,0,2013-07-17,2013-07, 2013-Q3 ,2013.0,2610000,2012-04-01
2380,Maana,Data Integration,USA,CA,SF Bay Area,Palo Alto,venture,A,2014-08-27,2014-08, 2014-Q3 ,2014.0,11000000,2012-04-01
2381,Macheen,Software,USA,TX,Austin,Austin,venture,A,2010-04-22,2010-04, 2010-Q2 ,2010.0,2750000,2010-01-01
2382,Macheen,Software,USA,TX,Austin,Austin,venture,B,2011-06-15,2011-06, 2011-Q2 ,2011.0,10000000,2010-01-01
2383,"Machine Zone, Inc.",Games,USA,CA,SF Bay Area,Palo Alto,venture,A,2011-08-01,2011-08, 2011-Q3 ,2011.0,5300000,2008-01-01
2384,"Machine Zone, Inc.",Games,USA,CA,SF Bay Area,Palo Alto,venture,B,2012-01-01,2012-01, 2012-Q1 ,2012.0,8000000,2008-01-01
2385,Madefire,Mobile,USA,CA,SF Bay Area,Berkeley,seed/angel,0,2011-10-20,2011-10, 2011-Q4 ,2011.0,1200000,2011-01-01
2386,Madefire,Mobile,USA,CA,SF Bay Area,Berkeley,venture,A,2013-10-02,2013-10, 2013-Q4 ,2013.0,5218168,2011-01-01
2387,"Madison Reed, Inc.",Beauty,USA,CA,SF Bay Area,San Francisco,venture,A,2013-04-29,2013-04, 2013-Q2 ,2013.0,4000000,2013-01-01
2388,"Madison Reed, Inc.",Beauty,USA,CA,SF Bay Area,San Francisco,venture,B,2014-01-28,2014-01, 2014-Q1 ,2014.0,12000000,2013-01-01
2389,Maginatics,Enterprises,USA,CA,SF Bay Area,Mountain View,venture,A,2011-07-13,2011-07, 2011-Q3 ,2011.0,10000000,2010-01-01
2390,Maginatics,Enterprises,USA,CA,SF Bay Area,Mountain View,venture,B,2013-08-20,2013-08, 2013-Q3 ,2013.0,17000000,2010-01-01
2391,Magisto,Apps,USA,NY,New York City,New York,venture,B,2011-09-20,2011-09, 2011-Q3 ,2011.0,5500000,2011-09-19
2392,Magisto,Apps,USA,NY,New York City,New York,venture,C,2013-10-29,2013-10, 2013-Q4 ,2013.0,13000000,2011-09-19
2393,Magnet Systems,Sales and Marketing,USA,CA,SF Bay Area,Palo Alto,venture,A,2011-04-27,2011-04, 2011-Q2 ,2011.0,12600000,2008-01-01
2394,Magnet Systems,Sales and Marketing,USA,CA,SF Bay Area,Palo Alto,venture,B,2012-08-20,2012-08, 2012-Q3 ,2012.0,47167166,2008-01-01
2395,Magnetic,Ad Targeting,USA,NY,New York City,New York,seed/angel,0,2009-03-16,2009-03, 2009-Q1 ,2009.0,1250000,2008-01-01
2396,Magnetic,Ad Targeting,USA,NY,New York City,New York,venture,A,2010-06-16,2010-06, 2010-Q2 ,2010.0,4000000,2008-01-01
2397,Magnetic,Ad Targeting,USA,NY,New York City,New York,venture,B,2012-06-07,2012-06, 2012-Q2 ,2012.0,10000000,2008-01-01
2398,Magzter,Mobile,USA,NY,New York City,New York,venture,A,2012-02-01,2012-02, 2012-Q1 ,2012.0,3000000,2011-06-01
2399,Magzter,Mobile,USA,NY,New York City,New York,venture,B,2013-12-11,2013-12, 2013-Q4 ,2013.0,10000000,2011-06-01
2400,Mahalo,Search,USA,CA,Los Angeles,Culver City,venture,A,2006-01-01,2006-01, 2006-Q1 ,2006.0,5000000,2007-03-01
2401,Mahalo,Search,USA,CA,Los Angeles,Culver City,venture,B,2007-01-01,2007-01, 2007-Q1 ,2007.0,16000000,2007-03-01
2402,MailPix,Printing,USA,CA,Anaheim,Huntington Beach,seed/angel,0,2014-01-11,2014-01, 2014-Q1 ,2014.0,500000,2012-02-01
2403,MailPix,Printing,USA,CA,Anaheim,Huntington Beach,venture,A,2014-01-12,2014-01, 2014-Q1 ,2014.0,550000,2012-02-01
2404,Main Street Hub,CRM,USA,TX,Austin,Austin,seed/angel,0,2011-10-01,2011-10, 2011-Q4 ,2011.0,2600000,2010-01-01
2405,Main Street Hub,CRM,USA,TX,Austin,Austin,venture,A,2013-03-01,2013-03, 2013-Q1 ,2013.0,1600000,2010-01-01
2406,Main Street Hub,CRM,USA,TX,Austin,Austin,venture,B,2014-01-14,2014-01, 2014-Q1 ,2014.0,14000000,2010-01-01
2407,MakeSpace,Commercial Real Estate,USA,NY,New York City,New York,seed/angel,0,2013-09-26,2013-09, 2013-Q3 ,2013.0,2100000,2013-01-01
2408,MakeSpace,Commercial Real Estate,USA,NY,New York City,New York,venture,A,2014-04-30,2014-04, 2014-Q2 ,2014.0,8000000,2013-01-01
2409,Maker Studios,Games,USA,CA,Los Angeles,Culver City,venture,A,2010-12-01,2010-12, 2010-Q4 ,2010.0,1500000,2009-01-01
2410,Maker Studios,Games,USA,CA,Los Angeles,Culver City,venture,C,2012-12-22,2012-12, 2012-Q4 ,2012.0,36000000,2009-01-01
2411,Malauzai Software,Software,USA,TX,Austin,Austin,venture,B,2013-11-03,2013-11, 2013-Q4 ,2013.0,3000000,2009-01-01
2412,Malauzai Software,Software,USA,TX,Austin,Austin,venture,C,2014-05-22,2014-05, 2014-Q2 ,2014.0,6480000,2009-01-01
2413,Mandoyo,Professional Services,USA,NY,New York City,New York,seed/angel,0,2013-07-10,2013-07, 2013-Q3 ,2013.0,300000,2013-01-01
2414,Mandoyo,Professional Services,USA,NY,New York City,New York,venture,A,2013-08-30,2013-08, 2013-Q3 ,2013.0,400000,2013-01-01
2415,Mango Health,Mobile,USA,CA,SF Bay Area,San Francisco,seed/angel,0,2012-07-31,2012-07, 2012-Q3 ,2012.0,1450000,2012-02-01
2416,Mango Health,Mobile,USA,CA,SF Bay Area,San Francisco,venture,A,2014-05-21,2014-05, 2014-Q2 ,2014.0,5250000,2012-02-01
2417,Manzama,Enterprise Software,USA,OR,Eugene,Bend,seed/angel,0,2010-10-01,2010-10, 2010-Q4 ,2010.0,200000,2010-01-01
2418,Manzama,Enterprise Software,USA,OR,Eugene,Bend,venture,A,2014-07-17,2014-07, 2014-Q3 ,2014.0,1300000,2010-01-01
2419,MapMyFitness,Android,USA,CO,Denver,Denver,seed/angel,0,2007-01-01,2007-01, 2007-Q1 ,2007.0,1500000,2007-02-08
2420,MapMyFitness,Android,USA,CO,Denver,Denver,venture,A,2010-08-30,2010-08, 2010-Q3 ,2010.0,5000000,2007-02-08
2421,MapMyFitness,Android,USA,CO,Denver,Denver,venture,B,2012-06-05,2012-06, 2012-Q2 ,2012.0,9000000,2007-02-08
2422,MapMyFitness,Android,USA,CO,Denver,Denver,venture,C,2013-06-19,2013-06, 2013-Q2 ,2013.0,5000000,2007-02-08
2423,MapR Technologies,Big Data Analytics,USA,CA,SF Bay Area,San Jose,venture,A,2009-07-22,2009-07, 2009-Q3 ,2009.0,9000000,2009-01-01
2424,MapR Technologies,Big Data Analytics,USA,CA,SF Bay Area,San Jose,venture,B,2011-08-30,2011-08, 2011-Q3 ,2011.0,20000000,2009-01-01
2425,MapR Technologies,Big Data Analytics,USA,CA,SF Bay Area,San Jose,venture,C,2013-07-26,2013-07, 2013-Q3 ,2013.0,34999994,2009-01-01
2426,MarkITx,E-Commerce,USA,IL,Chicago,Chicago,seed/angel,0,2012-11-06,2012-11, 2012-Q4 ,2012.0,1060000,2012-04-01
2427,MarkITx,E-Commerce,USA,IL,Chicago,Chicago,venture,A,2013-12-06,2013-12, 2013-Q4 ,2013.0,4200000,2012-04-01
2428,MarketMeSuite,Facebook Applications,USA,MA,Boston,Cambridge,seed/angel,0,2011-09-22,2011-09, 2011-Q3 ,2011.0,200000,2009-11-01
2429,MarketMeSuite,Facebook Applications,USA,MA,Boston,Cambridge,venture,A,2012-08-06,2012-08, 2012-Q3 ,2012.0,1100000,2009-11-01
2430,Marqeta,Curated Web,USA,CA,SF Bay Area,Emeryville,venture,A,2011-06-14,2011-06, 2011-Q2 ,2011.0,5567940,2010-01-01
2431,Marqeta,Curated Web,USA,CA,SF Bay Area,Emeryville,venture,B,2013-05-15,2013-05, 2013-Q2 ,2013.0,14000000,2010-01-01
2432,Massdrop,Social Commerce,USA,CA,SF Bay Area,San Francisco,seed/angel,0,2013-09-01,2013-09, 2013-Q3 ,2013.0,1350000,2012-07-01
2433,Massdrop,Social Commerce,USA,CA,SF Bay Area,San Francisco,venture,A,2014-09-24,2014-09, 2014-Q3 ,2014.0,6500000,2012-07-01
2434,MasteryConnect,Education,USA,UT,Salt Lake City,Sandy,seed/angel,0,2009-10-01,2009-10, 2009-Q4 ,2009.0,150000,2009-10-01
2435,MasteryConnect,Education,USA,UT,Salt Lake City,Sandy,venture,A,2013-01-19,2013-01, 2013-Q1 ,2013.0,4250000,2009-10-01
2436,MasteryConnect,Education,USA,UT,Salt Lake City,Sandy,venture,B,2014-09-25,2014-09, 2014-Q3 ,2014.0,15200000,2009-10-01
2437,Matterport,Cloud Computing,USA,CA,SF Bay Area,Mountain View,seed/angel,0,2012-01-01,2012-01, 2012-Q1 ,2012.0,1600000,2011-01-01
2438,Matterport,Cloud Computing,USA,CA,SF Bay Area,Mountain View,venture,A,2013-03-07,2013-03, 2013-Q1 ,2013.0,5600000,2011-01-01
2439,Matterport,Cloud Computing,USA,CA,SF Bay Area,Mountain View,venture,B,2014-07-07,2014-07, 2014-Q3 ,2014.0,16000000,2011-01-01
2440,Maven,Consulting,USA,CA,SF Bay Area,San Francisco,seed/angel,0,2010-07-06,2010-07, 2010-Q3 ,2010.0,1000000,2008-02-01
2441,Maven,Consulting,USA,CA,SF Bay Area,San Francisco,venture,A,2012-07-01,2012-07, 2012-Q3 ,2012.0,2000000,2008-02-01
2442,MaxPoint Interactive,Advertising,USA,NC,Raleigh,Cary,venture,A,2010-09-14,2010-09, 2010-Q3 ,2010.0,3000000,2007-01-01
2443,MaxPoint Interactive,Advertising,USA,NC,Raleigh,Cary,venture,B,2011-03-01,2011-03, 2011-Q1 ,2011.0,8000000,2007-01-01
2444,Meal Ticket,Restaurants,USA,ID,Boise,Boise,seed/angel,0,2012-05-15,2012-05, 2012-Q2 ,2012.0,75000,2009-11-01
2445,Meal Ticket,Restaurants,USA,ID,Boise,Boise,venture,A,2013-04-01,2013-04, 2013-Q2 ,2013.0,750000,2009-11-01
2446,Medalogix,Web CMS,USA,TN,Nashville,Nashville,seed/angel,0,2012-06-17,2012-06, 2012-Q2 ,2012.0,300000,2009-02-01
2447,Medalogix,Web CMS,USA,TN,Nashville,Nashville,venture,A,2014-08-22,2014-08, 2014-Q3 ,2014.0,5000000,2009-02-01
2448,Media Armor,Displays,USA,MA,Boston,Boston,seed/angel,0,2011-05-01,2011-05, 2011-Q2 ,2011.0,250000,2010-05-05
2449,Media Armor,Displays,USA,MA,Boston,Boston,venture,A,2012-02-10,2012-02, 2012-Q1 ,2012.0,1530000,2010-05-05
2450,MediaBrix,Tablets,USA,NY,New York City,New York,venture,A,2011-05-05,2011-05, 2011-Q2 ,2011.0,1500000,2011-05-05
2451,MediaBrix,Tablets,USA,NY,New York City,New York,venture,B,2013-10-01,2013-10, 2013-Q4 ,2013.0,3000000,2011-05-05
2452,MediaCrossing Inc.,Digital Media,USA,CT,Hartford,Stamford,seed/angel,0,2013-01-03,2013-01, 2013-Q1 ,2013.0,650000,2012-12-01
2453,MediaCrossing Inc.,Digital Media,USA,CT,Hartford,Stamford,venture,A,2013-10-27,2013-10, 2013-Q4 ,2013.0,6000000,2012-12-01
2454,MediaHound,Technology,USA,CA,Los Angeles,Culver City,seed/angel,0,2011-08-01,2011-08, 2011-Q3 ,2011.0,350000,2011-08-01
2455,MediaHound,Technology,USA,CA,Los Angeles,Culver City,venture,A,2014-10-20,2014-10, 2014-Q4 ,2014.0,4500000,2011-08-01
2456,MediaMath,Technology,USA,NY,New York City,New York,venture,B,2011-03-09,2011-03, 2011-Q1 ,2011.0,14000000,2007-01-01
2457,MediaMath,Technology,USA,NY,New York City,New York,venture,C,2014-06-03,2014-06, 2014-Q2 ,2014.0,73500000,2007-01-01
2458,Medialets,Mobile,USA,NY,New York City,New York,venture,A,2009-05-12,2009-05, 2009-Q2 ,2009.0,4000000,2008-06-01
2459,Medialets,Mobile,USA,NY,New York City,New York,venture,B,2010-08-10,2010-08, 2010-Q3 ,2010.0,6000000,2008-06-01
2460,Medialets,Mobile,USA,NY,New York City,New York,venture,C,2012-11-08,2012-11, 2012-Q4 ,2012.0,10000000,2008-06-01
2461,Mediamorph,Software,USA,NY,New York City,New York,venture,A,2012-02-29,2012-02, 2012-Q1 ,2012.0,8000000,2007-10-01
2462,Mediamorph,Software,USA,NY,New York City,New York,venture,B,2014-09-11,2014-09, 2014-Q3 ,2014.0,10000000,2007-10-01
2463,Medivo,Enterprise Software,USA,NY,New York City,New York,venture,A,2011-11-17,2011-11, 2011-Q4 ,2011.0,7000000,2010-01-08
2464,Medivo,Enterprise Software,USA,NY,New York City,New York,venture,B,2013-06-17,2013-06, 2013-Q2 ,2013.0,15000000,2010-01-08
2465,Medrobotics,Hardware,USA,MA,MA - Other,Raynham,venture,C,2011-11-21,2011-11, 2011-Q4 ,2011.0,11700000,2011-01-01
2466,Medrobotics,Hardware,USA,MA,MA - Other,Raynham,venture,D,2012-12-20,2012-12, 2012-Q4 ,2012.0,33600000,2011-01-01
2467,Medrobotics,Hardware,USA,MA,MA - Other,Raynham,venture,E,2014-05-14,2014-05, 2014-Q2 ,2014.0,26000000,2011-01-01
2468,Medrobotics,Hardware,USA,MA,MA - Other,Raynham,venture,F,2014-10-21,2014-10, 2014-Q4 ,2014.0,20000000,2011-01-01
2469,MeetMoi,Social Media,USA,NY,New York City,New York,venture,A,2007-06-01,2007-06, 2007-Q2 ,2007.0,1500000,2007-01-01
2470,MeetMoi,Social Media,USA,NY,New York City,New York,venture,B,2008-07-01,2008-07, 2008-Q3 ,2008.0,1500000,2007-01-01
2471,MeetMoi,Social Media,USA,NY,New York City,New York,venture,C,2009-09-01,2009-09, 2009-Q3 ,2009.0,2575000,2007-01-01
2472,Meez,Games,USA,CA,SF Bay Area,San Francisco,seed/angel,0,2005-01-01,2005-01, 2005-Q1 ,2005.0,500000,2009-03-20
2473,Meez,Games,USA,CA,SF Bay Area,San Francisco,venture,B,2005-12-01,2005-12, 2005-Q4 ,2005.0,4300000,2009-03-20
2474,Meez,Games,USA,CA,SF Bay Area,San Francisco,venture,C,2007-09-01,2007-09, 2007-Q3 ,2007.0,5400000,2009-03-20
2475,MemSQL,Databases,USA,CA,SF Bay Area,San Francisco,seed/angel,0,2011-07-12,2011-07, 2011-Q3 ,2011.0,5000000,2011-01-01
2476,MemSQL,Databases,USA,CA,SF Bay Area,San Francisco,venture,A,2013-01-18,2013-01, 2013-Q1 ,2013.0,5000000,2011-01-01
2477,MemSQL,Databases,USA,CA,SF Bay Area,San Francisco,venture,B,2014-01-22,2014-01, 2014-Q1 ,2014.0,35000000,2011-01-01
2478,Memoir,Photography,USA,NY,New York City,New York,seed/angel,0,2011-01-01,2011-01, 2011-Q1 ,2011.0,18000,2012-01-01
2479,Memoir,Photography,USA,NY,New York City,New York,venture,A,2014-11-21,2014-11, 2014-Q4 ,2014.0,5500000,2012-01-01
2480,Message Bus,Services,USA,CA,SF Bay Area,San Francisco,venture,A,2011-03-29,2011-03, 2011-Q1 ,2011.0,3350000,2010-08-26
2481,Message Bus,Services,USA,CA,SF Bay Area,San Francisco,venture,B,2012-10-15,2012-10, 2012-Q4 ,2012.0,11000000,2010-08-26
2482,MessageMe,Chat,USA,CA,SF Bay Area,San Francisco,seed/angel,0,2012-07-01,2012-07, 2012-Q3 ,2012.0,1475000,2012-01-01
2483,MessageMe,Chat,USA,CA,SF Bay Area,San Francisco,venture,A,2013-05-16,2013-05, 2013-Q2 ,2013.0,10000000,2012-01-01
2484,Metacloud,Cloud Management,USA,CA,Los Angeles,Pasadena,venture,A,2013-06-26,2013-06, 2013-Q2 ,2013.0,10000000,2011-08-01
2485,Metacloud,Cloud Management,USA,CA,Los Angeles,Pasadena,venture,B,2014-05-07,2014-05, 2014-Q2 ,2014.0,15000000,2011-08-01
2486,Metamarkets,Analytics,USA,CA,SF Bay Area,San Francisco,seed/angel,0,2010-06-01,2010-06, 2010-Q2 ,2010.0,2500000,2010-05-01
2487,Metamarkets,Analytics,USA,CA,SF Bay Area,San Francisco,venture,A,2011-05-31,2011-05, 2011-Q2 ,2011.0,6000000,2010-05-01
2488,Metamarkets,Analytics,USA,CA,SF Bay Area,San Francisco,venture,B,2012-04-26,2012-04, 2012-Q2 ,2012.0,15000000,2010-05-01
2489,MetroMile,Technology,USA,CA,SF Bay Area,San Francisco,venture,A,2012-12-05,2012-12, 2012-Q4 ,2012.0,4000000,2011-06-01
2490,MetroMile,Technology,USA,CA,SF Bay Area,San Francisco,venture,B,2013-04-30,2013-04, 2013-Q2 ,2013.0,10000000,2011-06-01
2491,MiNeeds,Local,USA,WA,Seattle,Seattle,seed/angel,0,2008-07-01,2008-07, 2008-Q3 ,2008.0,500000,2008-01-01
2492,MiNeeds,Local,USA,WA,Seattle,Seattle,venture,A,2011-01-01,2011-01, 2011-Q1 ,2011.0,4000000,2008-01-01
2493,Mic Network,Opinions,USA,NY,New York City,New York,seed/angel,0,2013-03-01,2013-03, 2013-Q1 ,2013.0,1800000,2011-06-01
2494,Mic Network,Opinions,USA,NY,New York City,New York,venture,A,2014-04-28,2014-04, 2014-Q2 ,2014.0,10000000,2011-06-01
2495,Milo,Reviews and Recommendations,USA,CA,SF Bay Area,Palo Alto,seed/angel,0,2008-11-01,2008-11, 2008-Q4 ,2008.0,950000,2008-01-01
2496,Milo,Reviews and Recommendations,USA,CA,SF Bay Area,Palo Alto,venture,A,2009-11-24,2009-11, 2009-Q4 ,2009.0,4000000,2008-01-01
2497,Milyoni,Social Buying,USA,CA,SF Bay Area,Pleasanton,venture,A,2011-05-25,2011-05, 2011-Q2 ,2011.0,3000000,2009-03-01
2498,Milyoni,Social Buying,USA,CA,SF Bay Area,Pleasanton,venture,B,2012-02-23,2012-02, 2012-Q1 ,2012.0,11000000,2009-03-01
2499,MindMixer,Government Innovation,USA,MO,Kansas City,Kansas City,seed/angel,0,2011-03-01,2011-03, 2011-Q1 ,2011.0,300000,2010-01-10
2500,MindMixer,Government Innovation,USA,MO,Kansas City,Kansas City,venture,A,2012-04-04,2012-04, 2012-Q2 ,2012.0,1900000,2010-01-10
2501,MindMixer,Government Innovation,USA,MO,Kansas City,Kansas City,venture,B,2013-05-01,2013-05, 2013-Q2 ,2013.0,4000000,2010-01-10
2502,MindMixer,Government Innovation,USA,MO,Kansas City,Kansas City,venture,C,2014-09-02,2014-09, 2014-Q3 ,2014.0,17000000,2010-01-10
2503,Mint,Finance,USA,CA,SF Bay Area,Mountain View,seed/angel,0,2006-10-01,2006-10, 2006-Q4 ,2006.0,325000,2011-11-25
2504,Mint,Finance,USA,CA,SF Bay Area,Mountain View,venture,A,2007-04-01,2007-04, 2007-Q2 ,2007.0,4700000,2011-11-25
2505,Mint,Finance,USA,CA,SF Bay Area,Mountain View,venture,B,2008-03-05,2008-03, 2008-Q1 ,2008.0,12000000,2011-11-25
2506,Mint,Finance,USA,CA,SF Bay Area,Mountain View,venture,C,2009-08-12,2009-08, 2009-Q3 ,2009.0,14000000,2011-11-25
2507,Minted,Home Decor,USA,CA,SF Bay Area,San Francisco,seed/angel,0,2008-07-18,2008-07, 2008-Q3 ,2008.0,2500000,2007-08-01
2508,Minted,Home Decor,USA,CA,SF Bay Area,San Francisco,venture,A,2008-09-01,2008-09, 2008-Q3 ,2008.0,2100000,2007-08-01
2509,Minted,Home Decor,USA,CA,SF Bay Area,San Francisco,venture,B,2011-11-15,2011-11, 2011-Q4 ,2011.0,5500000,2007-08-01
2510,Minted,Home Decor,USA,CA,SF Bay Area,San Francisco,venture,C,2013-10-16,2013-10, 2013-Q4 ,2013.0,41000000,2007-08-01
2511,Minted,Home Decor,USA,CA,SF Bay Area,San Francisco,venture,D,2014-10-30,2014-10, 2014-Q4 ,2014.0,38000000,2007-08-01
2512,MinuteKey,Hardware + Software,USA,CO,Denver,Boulder,seed/angel,0,2010-07-15,2010-07, 2010-Q3 ,2010.0,1645000,2008-01-01
2513,MinuteKey,Hardware + Software,USA,CO,Denver,Boulder,venture,A,2010-11-30,2010-11, 2010-Q4 ,2010.0,3550767,2008-01-01
2514,MinuteKey,Hardware + Software,USA,CO,Denver,Boulder,venture,B,2012-10-04,2012-10, 2012-Q4 ,2012.0,10000000,2008-01-01
2515,MinuteKey,Hardware + Software,USA,CO,Denver,Boulder,venture,C,2014-10-01,2014-10, 2014-Q4 ,2014.0,30000000,2008-01-01
2516,Miragen Therapeutics,Biotechnology,USA,CO,Denver,Boulder,venture,A,2008-05-19,2008-05, 2008-Q2 ,2008.0,8000000,2007-01-01
2517,Miragen Therapeutics,Biotechnology,USA,CO,Denver,Boulder,venture,B,2012-04-24,2012-04, 2012-Q2 ,2012.0,20000000,2007-01-01
2518,Mirantis,Infrastructure,USA,CA,SF Bay Area,Mountain View,venture,A,2013-06-06,2013-06, 2013-Q2 ,2013.0,10000000,2011-01-11
2519,Mirantis,Infrastructure,USA,CA,SF Bay Area,Mountain View,venture,B,2014-10-20,2014-10, 2014-Q4 ,2014.0,100000000,2011-01-11
2520,Mirna Therapeutics,Therapeutics,USA,TX,Austin,Austin,venture,B,2011-08-23,2011-08, 2011-Q3 ,2011.0,1500000,2007-01-01
2521,Mirna Therapeutics,Therapeutics,USA,TX,Austin,Austin,venture,C,2012-10-24,2012-10, 2012-Q4 ,2012.0,34500000,2007-01-01
2522,Mirna Therapeutics,Therapeutics,USA,TX,Austin,Austin,venture,D,2012-11-02,2012-11, 2012-Q4 ,2012.0,17249995,2007-01-01
2523,Miso,Entertainment,USA,CA,SF Bay Area,San Francisco,venture,A,2010-12-29,2010-12, 2010-Q4 ,2010.0,1500000,2010-03-01
2524,Miso,Entertainment,USA,CA,SF Bay Area,San Francisco,venture,B,2011-12-01,2011-12, 2011-Q4 ,2011.0,4000000,2010-03-01
2525,Mixamo,Software,USA,CA,SF Bay Area,San Francisco,venture,A,2009-07-27,2009-07, 2009-Q3 ,2009.0,4000000,2008-07-18
2526,Mixamo,Software,USA,CA,SF Bay Area,San Francisco,venture,B,2012-05-07,2012-05, 2012-Q2 ,2012.0,3676235,2008-07-18
2527,Mixpanel,Analytics,USA,CA,SF Bay Area,San Francisco,seed/angel,0,2011-05-27,2011-05, 2011-Q2 ,2011.0,1250000,2009-06-20
2528,Mixpanel,Analytics,USA,CA,SF Bay Area,San Francisco,venture,A,2012-05-10,2012-05, 2012-Q2 ,2012.0,10250000,2009-06-20
2529,Mixpo,Video,USA,WA,Seattle,Seattle,venture,A,2006-01-01,2006-01, 2006-Q1 ,2006.0,6500000,2007-01-01
2530,Mixpo,Video,USA,WA,Seattle,Seattle,venture,B,2009-02-03,2009-02, 2009-Q1 ,2009.0,4000000,2007-01-01
2531,Mizzen+Main,Fashion,USA,TX,Dallas,Dallas,seed/angel,0,2013-11-01,2013-11, 2013-Q4 ,2013.0,250000,2012-01-01
2532,Mizzen+Main,Fashion,USA,TX,Dallas,Dallas,venture,A,2014-08-28,2014-08, 2014-Q3 ,2014.0,1200000,2012-01-01
2533,MoPub,Mobile Advertising,USA,CA,SF Bay Area,San Francisco,venture,A,2011-07-12,2011-07, 2011-Q3 ,2011.0,6500000,2010-09-09
2534,MoPub,Mobile Advertising,USA,CA,SF Bay Area,San Francisco,venture,B,2012-09-20,2012-09, 2012-Q3 ,2012.0,12000000,2010-09-09
2535,Moat,Displays,USA,NY,New York City,New York,seed/angel,0,2011-08-23,2011-08, 2011-Q3 ,2011.0,1500000,2010-01-01
2536,Moat,Displays,USA,NY,New York City,New York,venture,B,2012-04-23,2012-04, 2012-Q2 ,2012.0,12000000,2010-01-01
2537,Mobile Iron,Mobile,USA,CA,SF Bay Area,Mountain View,venture,B,2009-08-13,2009-08, 2009-Q3 ,2009.0,10976725,2007-01-01
2538,Mobile Iron,Mobile,USA,CA,SF Bay Area,Mountain View,venture,D,2011-06-09,2011-06, 2011-Q2 ,2011.0,19674696,2007-01-01
2539,Mobile Iron,Mobile,USA,CA,SF Bay Area,Mountain View,venture,E,2012-06-01,2012-06, 2012-Q2 ,2012.0,40099568,2007-01-01
2540,Mobile Iron,Mobile,USA,CA,SF Bay Area,Mountain View,venture,F,2013-08-29,2013-08, 2013-Q3 ,2013.0,59833258,2007-01-01
2541,MobileDay,Android,USA,CO,Denver,Boulder,seed/angel,0,2011-12-27,2011-12, 2011-Q4 ,2011.0,1475000,2011-01-01
2542,MobileDay,Android,USA,CO,Denver,Boulder,venture,A,2014-08-20,2014-08, 2014-Q3 ,2014.0,6000000,2011-01-01
2543,MobileIron,Mobile Security,USA,CA,SF Bay Area,Mountain View,seed/angel,0,2007-09-24,2007-09, 2007-Q3 ,2007.0,500000,2007-05-01
2544,MobileIron,Mobile Security,USA,CA,SF Bay Area,Mountain View,venture,A,2008-03-01,2008-03, 2008-Q1 ,2008.0,8800000,2007-05-01
2545,MobileIron,Mobile Security,USA,CA,SF Bay Area,Mountain View,venture,B,2009-08-01,2009-08, 2009-Q3 ,2009.0,11000000,2007-05-01
2546,MobileIron,Mobile Security,USA,CA,SF Bay Area,Mountain View,venture,C,2010-07-12,2010-07, 2010-Q3 ,2010.0,16000000,2007-05-01
2547,MobileIron,Mobile Security,USA,CA,SF Bay Area,Mountain View,venture,D,2011-05-27,2011-05, 2011-Q2 ,2011.0,20000000,2007-05-01
