,company_name,company_market,company_country_code,company_state_code,company_region,company_city,funding_round_type,funding_round_code,funded_at,funded_month, funded_quarter ,funded_year,raised_amount_usd,founded_at
635,Buzzwire,Mobile,USA,CO,Denver,Denver,venture,A,2007-07-01,2007-07, 2007-Q3 ,2007.0,4000000,2007-07-01
636,Buzzwire,Mobile,USA,CO,Denver,Denver,venture,B,2007-12-01,2007-12, 2007-Q4 ,2007.0,8000000,2007-07-01
637,Bypass Mobile,Mobile,USA,TX,Austin,Austin,seed/angel,0,2010-08-01,2010-08, 2010-Q3 ,2010.0,600000,2010-07-07
638,Bypass Mobile,Mobile,USA,TX,Austin,Austin,venture,A,2011-12-01,2011-12, 2011-Q4 ,2011.0,1750000,2010-07-07
639,ByteLight,Mobile,USA,MA,Boston,Boston,seed/angel,0,2012-10-16,2012-10, 2012-Q4 ,2012.0,1250000,2011-05-01
640,ByteLight,Mobile,USA,MA,Boston,Boston,venture,A,2013-10-25,2013-10, 2013-Q4 ,2013.0,3000000,2011-05-01
641,CENTRI Technology,Mobile,USA,WA,Seattle,Seattle,seed/angel,0,2012-06-20,2012-06, 2012-Q2 ,2012.0,1000000,2009-01-01
642,CENTRI Technology,Mobile,USA,WA,Seattle,Seattle,venture,A,2011-10-18,2011-10, 2011-Q4 ,2011.0,1669205,2009-01-01
643,CENTRI Technology,Mobile,USA,WA,Seattle,Seattle,venture,B,2012-11-28,2012-11, 2012-Q4 ,2012.0,4500000,2009-01-01
644,CENTRI Technology,Mobile,USA,WA,Seattle,Seattle,venture,C,2013-10-31,2013-10, 2013-Q4 ,2013.0,13000000,2009-01-01
645,CHNL,File Sharing,USA,CA,Los Angeles,Santa Monica,seed/angel,0,2011-06-11,2011-06, 2011-Q2 ,2011.0,1200000,2013-06-01
646,CHNL,File Sharing,USA,CA,Los Angeles,Santa Monica,venture,A,2014-01-09,2014-01, 2014-Q1 ,2014.0,1527384,2013-06-01
647,CMP.LY,Social Media,USA,NY,New York City,New York,seed/angel,0,2011-03-23,2011-03, 2011-Q1 ,2011.0,750000,2009-01-01
648,CMP.LY,Social Media,USA,NY,New York City,New York,venture,A,2012-06-01,2012-06, 2012-Q2 ,2012.0,2400000,2009-01-01
649,CO Everywhere,News,USA,MA,Boston,Boston,seed/angel,0,2013-06-01,2013-06, 2013-Q2 ,2013.0,1400000,2013-06-01
650,CO Everywhere,News,USA,MA,Boston,Boston,venture,A,2014-01-06,2014-01, 2014-Q1 ,2014.0,6000000,2013-06-01
651,Calithera Biosciences,Biotechnology,USA,CA,SF Bay Area,South San Francisco,venture,A,2010-07-08,2010-07, 2010-Q3 ,2010.0,40000000,2010-06-01
652,Calithera Biosciences,Biotechnology,USA,CA,SF Bay Area,South San Francisco,venture,B,2012-05-31,2012-05, 2012-Q2 ,2012.0,8000000,2010-06-01
653,Calithera Biosciences,Biotechnology,USA,CA,SF Bay Area,South San Francisco,venture,C,2012-12-31,2012-12, 2012-Q4 ,2012.0,2000000,2010-06-01
654,Calithera Biosciences,Biotechnology,USA,CA,SF Bay Area,South San Francisco,venture,D,2013-10-29,2013-10, 2013-Q4 ,2013.0,35000000,2010-06-01
655,Callidus Biopharma,Biotechnology,USA,PA,Philadelphia,Doylestown,seed/angel,0,2012-07-03,2012-07, 2012-Q3 ,2012.0,1611154,2010-01-01
656,Callidus Biopharma,Biotechnology,USA,PA,Philadelphia,Doylestown,venture,A,2013-05-14,2013-05, 2013-Q2 ,2013.0,4600000,2010-01-01
657,Calxeda,Data Centers,USA,TX,Austin,Austin,venture,A,2010-08-16,2010-08, 2010-Q3 ,2010.0,48000000,2008-01-01
658,Calxeda,Data Centers,USA,TX,Austin,Austin,venture,B,2012-05-01,2012-05, 2012-Q2 ,2012.0,20000000,2008-01-01
659,Calxeda,Data Centers,USA,TX,Austin,Austin,venture,C,2012-10-09,2012-10, 2012-Q4 ,2012.0,55000000,2008-01-01
660,Campus Explorer,Search,USA,CA,Los Angeles,Santa Monica,venture,B,2009-02-17,2009-02, 2009-Q1 ,2009.0,2250000,2007-01-01
661,Campus Explorer,Search,USA,CA,Los Angeles,Santa Monica,venture,C,2011-01-27,2011-01, 2011-Q1 ,2011.0,5000000,2007-01-01
662,Canary,Startups,USA,NY,New York City,New York,seed/angel,0,2013-08-01,2013-08, 2013-Q3 ,2013.0,1200000,2012-01-01
663,Canary,Startups,USA,NY,New York City,New York,venture,A,2014-03-05,2014-03, 2014-Q1 ,2014.0,10000000,2012-01-01
664,Canvas,Android,USA,VA,"Washington, D.C.",Reston,seed/angel,0,2008-08-01,2008-08, 2008-Q3 ,2008.0,20000,2008-08-01
665,Canvas,Android,USA,VA,"Washington, D.C.",Reston,venture,A,2009-07-01,2009-07, 2009-Q3 ,2009.0,325000,2008-08-01
666,Canvas,Android,USA,VA,"Washington, D.C.",Reston,venture,B,2011-07-25,2011-07, 2011-Q3 ,2011.0,1200000,2008-08-01
667,Canvas,Android,USA,VA,"Washington, D.C.",Reston,venture,C,2013-03-19,2013-03, 2013-Q1 ,2013.0,3000000,2008-08-01
668,CapLinked,Enterprise Software,USA,CA,Los Angeles,Manhattan Beach,seed/angel,0,2011-03-29,2011-03, 2011-Q1 ,2011.0,900000,2010-01-01
669,CapLinked,Enterprise Software,USA,CA,Los Angeles,Manhattan Beach,venture,A,2012-11-29,2012-11, 2012-Q4 ,2012.0,2100000,2010-01-01
670,Capriza,Enterprise Software,USA,CA,SF Bay Area,Palo Alto,venture,A,2011-07-01,2011-07, 2011-Q3 ,2011.0,10500000,2011-06-14
671,Capriza,Enterprise Software,USA,CA,SF Bay Area,Palo Alto,venture,B,2014-01-30,2014-01, 2014-Q1 ,2014.0,13000000,2011-06-14
672,Capriza,Enterprise Software,USA,CA,SF Bay Area,Palo Alto,venture,C,2014-10-30,2014-10, 2014-Q4 ,2014.0,27000000,2011-06-14
673,Captora,Cloud Computing,USA,CA,SF Bay Area,Mountain View,venture,A,2013-03-01,2013-03, 2013-Q1 ,2013.0,5250000,2012-01-01
674,Captora,Cloud Computing,USA,CA,SF Bay Area,Mountain View,venture,B,2014-05-20,2014-05, 2014-Q2 ,2014.0,22000000,2012-01-01
675,Captricity,Data Integration,USA,CA,SF Bay Area,Berkeley,venture,A,2013-04-01,2013-04, 2013-Q2 ,2013.0,2400000,2011-01-01
676,Captricity,Data Integration,USA,CA,SF Bay Area,Berkeley,venture,B,2014-07-15,2014-07, 2014-Q3 ,2014.0,10000000,2011-01-01
677,CarWoo!,Automotive,USA,CA,SF Bay Area,Burlingame,seed/angel,0,2009-06-01,2009-06, 2009-Q2 ,2009.0,50000,2008-10-01
678,CarWoo!,Automotive,USA,CA,SF Bay Area,Burlingame,venture,A,2010-10-13,2010-10, 2010-Q4 ,2010.0,4500000,2008-10-01
679,Cardeas Pharma,Pharmaceuticals,USA,WA,Seattle,Seattle,venture,A,2012-03-16,2012-03, 2012-Q1 ,2012.0,7535988,2010-01-01
680,Cardeas Pharma,Pharmaceuticals,USA,WA,Seattle,Seattle,venture,B,2013-05-22,2013-05, 2013-Q2 ,2013.0,34000000,2010-01-01
681,CardiAQ Valve Technologies,Biotechnology,USA,CA,Anaheim,Irvine,seed/angel,0,2009-05-13,2009-05, 2009-Q2 ,2009.0,750000,2007-01-01
682,CardiAQ Valve Technologies,Biotechnology,USA,CA,Anaheim,Irvine,venture,A,2010-01-12,2010-01, 2010-Q1 ,2010.0,6500000,2007-01-01
683,CardiAQ Valve Technologies,Biotechnology,USA,CA,Anaheim,Irvine,venture,B,2012-11-29,2012-11, 2012-Q4 ,2012.0,37300000,2007-01-01
684,Care Technology Systems,Health Care,USA,TN,Nashville,Nashville,seed/angel,0,2012-05-01,2012-05, 2012-Q2 ,2012.0,270000,2010-01-01
685,Care Technology Systems,Health Care,USA,TN,Nashville,Nashville,venture,A,2013-07-18,2013-07, 2013-Q3 ,2013.0,710000,2010-01-01
686,CareCloud,Electronic Health Records,USA,FL,Miami,Miami,seed/angel,0,2010-10-04,2010-10, 2010-Q4 ,2010.0,5000000,2009-01-05
687,CareCloud,Electronic Health Records,USA,FL,Miami,Miami,venture,A,2011-09-26,2011-09, 2011-Q3 ,2011.0,20100000,2009-01-05
688,CareCloud,Electronic Health Records,USA,FL,Miami,Miami,venture,B,2013-08-15,2013-08, 2013-Q3 ,2013.0,9000000,2009-01-05
689,CareKinesis,Health Care,USA,NJ,NJ - Other,Moorestown,venture,A,2010-10-11,2010-10, 2010-Q4 ,2010.0,1500000,2010-01-01
690,CareKinesis,Health Care,USA,NJ,NJ - Other,Moorestown,venture,B,2011-04-07,2011-04, 2011-Q2 ,2011.0,1500000,2010-01-01
691,Cash4Gold,Finance,USA,FL,Ft. Lauderdale,Pompano Beach,venture,A,2008-12-01,2008-12, 2008-Q4 ,2008.0,15000000,2007-01-01
692,Cash4Gold,Finance,USA,FL,Ft. Lauderdale,Pompano Beach,venture,B,2009-05-01,2009-05, 2009-Q2 ,2009.0,20000000,2007-01-01
693,CashStar,Social Network Media,USA,ME,"Portland, Maine",Portland,venture,A,2008-01-01,2008-01, 2008-Q1 ,2008.0,4000000,2007-12-01
694,CashStar,Social Network Media,USA,ME,"Portland, Maine",Portland,venture,B,2011-02-15,2011-02, 2011-Q1 ,2011.0,5000000,2007-12-01
695,CashStar,Social Network Media,USA,ME,"Portland, Maine",Portland,venture,C,2011-10-26,2011-10, 2011-Q4 ,2011.0,12000000,2007-12-01
696,Cask,Development Platforms,USA,CA,SF Bay Area,Palo Alto,seed/angel,0,2012-01-25,2012-01, 2012-Q1 ,2012.0,2500000,2011-11-01
697,Cask,Development Platforms,USA,CA,SF Bay Area,Palo Alto,venture,A,2012-11-14,2012-11, 2012-Q4 ,2012.0,10000000,2011-11-01
698,Casper,E-Commerce,USA,NY,New York City,New York,seed/angel,0,2014-01-15,2014-01, 2014-Q1 ,2014.0,1850000,2013-11-01
699,Casper,E-Commerce,USA,NY,New York City,New York,venture,A,2014-08-07,2014-08, 2014-Q3 ,2014.0,13100000,2013-11-01
700,Castlight Health,Technology,USA,CA,SF Bay Area,San Francisco,venture,C,2010-06-11,2010-06, 2010-Q2 ,2010.0,60000000,2008-01-01
701,Castlight Health,Technology,USA,CA,SF Bay Area,San Francisco,venture,D,2012-05-01,2012-05, 2012-Q2 ,2012.0,100000000,2008-01-01
702,Catabasis Pharmaceuticals,Biotechnology,USA,MA,Boston,Cambridge,venture,A,2010-04-21,2010-04, 2010-Q2 ,2010.0,39000000,2008-01-01
703,Catabasis Pharmaceuticals,Biotechnology,USA,MA,Boston,Cambridge,venture,B,2013-11-14,2013-11, 2013-Q4 ,2013.0,32400000,2008-01-01
704,Catalog Spree,Retail,USA,CA,SF Bay Area,Mountain View,seed/angel,0,2011-03-05,2011-03, 2011-Q1 ,2011.0,1300000,2010-01-01
705,Catalog Spree,Retail,USA,CA,SF Bay Area,Mountain View,venture,A,2011-11-17,2011-11, 2011-Q4 ,2011.0,6500000,2010-01-01
706,Catalyze,Cloud Infrastructure,USA,WI,Madison,Madison,seed/angel,0,2013-05-31,2013-05, 2013-Q2 ,2013.0,20000,2013-04-13
707,Catalyze,Cloud Infrastructure,USA,WI,Madison,Madison,venture,A,2013-11-07,2013-11, 2013-Q4 ,2013.0,2025000,2013-04-13
708,Catavolt,Enterprise Software,USA,GA,Atlanta,Alpharetta,venture,A,2012-09-28,2012-09, 2012-Q3 ,2012.0,1500000,2008-01-01
709,Catavolt,Enterprise Software,USA,GA,Atlanta,Alpharetta,venture,B,2013-08-06,2013-08, 2013-Q3 ,2013.0,5000000,2008-01-01
710,Catch.com,Mobile,USA,CA,SF Bay Area,San Francisco,seed/angel,0,2010-06-02,2010-06, 2010-Q2 ,2010.0,2300000,2008-10-31
711,Catch.com,Mobile,USA,CA,SF Bay Area,San Francisco,venture,A,2011-02-15,2011-02, 2011-Q1 ,2011.0,7000000,2008-10-31
712,Catchpoint Systems,Analytics,USA,NY,New York City,New York,venture,A,2013-03-12,2013-03, 2013-Q1 ,2013.0,3200000,2008-09-15
713,Catchpoint Systems,Analytics,USA,NY,New York City,New York,venture,B,2013-12-10,2013-12, 2013-Q4 ,2013.0,6000001,2008-09-15
714,Caterva,Social Media,USA,IL,"Springfield, Illinois",Champaign,seed/angel,0,2009-12-15,2009-12, 2009-Q4 ,2009.0,1208500,2008-01-01
715,Caterva,Social Media,USA,IL,"Springfield, Illinois",Champaign,venture,A,2012-07-24,2012-07, 2012-Q3 ,2012.0,335000,2008-01-01
716,Causata,Predictive Analytics,USA,CA,SF Bay Area,San Francisco,venture,A,2009-10-05,2009-10, 2009-Q4 ,2009.0,4500000,2009-01-01
717,Causata,Predictive Analytics,USA,CA,SF Bay Area,San Francisco,venture,B,2011-11-01,2011-11, 2011-Q4 ,2011.0,11000000,2009-01-01
718,Causes,Facebook Applications,USA,CA,SF Bay Area,San Francisco,venture,A,2007-01-01,2007-01, 2007-Q1 ,2007.0,2350000,2007-09-01
719,Causes,Facebook Applications,USA,CA,SF Bay Area,San Francisco,venture,B,2008-03-01,2008-03, 2008-Q1 ,2008.0,5000000,2007-09-01
720,Causes,Facebook Applications,USA,CA,SF Bay Area,San Francisco,venture,C,2010-10-18,2010-10, 2010-Q4 ,2010.0,9000000,2007-09-01
721,Caviar,Hospitality,USA,CA,SF Bay Area,San Francisco,seed/angel,0,2013-01-01,2013-01, 2013-Q1 ,2013.0,2000000,2012-07-01
722,Caviar,Hospitality,USA,CA,SF Bay Area,San Francisco,venture,A,2014-04-28,2014-04, 2014-Q2 ,2014.0,13000000,2012-07-01
723,CelebCalls,Messaging,USA,KY,Louisville,Louisville,seed/angel,0,2010-01-01,2010-01, 2010-Q1 ,2010.0,1350000,2010-01-01
724,CelebCalls,Messaging,USA,KY,Louisville,Louisville,venture,A,2012-02-01,2012-02, 2012-Q1 ,2012.0,1785780,2010-01-01
725,Celebrations.com,Curated Web,USA,NY,New York City,New York,seed/angel,0,2007-01-01,2007-01, 2007-Q1 ,2007.0,500000,2007-01-01
726,Celebrations.com,Curated Web,USA,NY,New York City,New York,venture,A,2008-11-03,2008-11, 2008-Q4 ,2008.0,2750000,2007-01-01
727,CellScape,Health Care,USA,CA,SF Bay Area,Newark,venture,A,2010-12-01,2010-12, 2010-Q4 ,2010.0,1600000,2008-01-01
728,CellScape,Health Care,USA,CA,SF Bay Area,Newark,venture,B,2012-02-01,2012-02, 2012-Q1 ,2012.0,9300000,2008-01-01
729,CellScope,Health Care Information Technology,USA,CA,SF Bay Area,San Francisco,seed/angel,0,2012-06-11,2012-06, 2012-Q2 ,2012.0,2100000,2010-01-01
730,CellScope,Health Care Information Technology,USA,CA,SF Bay Area,San Francisco,venture,A,2013-11-01,2013-11, 2013-Q4 ,2013.0,3500000,2010-01-01
731,Centrillion Biosciences,Technology,USA,CA,SF Bay Area,Palo Alto,venture,A,2010-04-01,2010-04, 2010-Q2 ,2010.0,7500000,2009-01-01
732,Centrillion Biosciences,Technology,USA,CA,SF Bay Area,Palo Alto,venture,B,2013-04-01,2013-04, 2013-Q2 ,2013.0,9000000,2009-01-01
733,Cerecor,Biotechnology,USA,MD,Baltimore,Baltimore,venture,A,2013-09-12,2013-09, 2013-Q3 ,2013.0,6805883,2011-01-01
734,Cerecor,Biotechnology,USA,MD,Baltimore,Baltimore,venture,B,2014-07-21,2014-07, 2014-Q3 ,2014.0,32000000,2011-01-01
735,Chain,Bitcoin,USA,CA,SF Bay Area,San Francisco,seed/angel,0,2014-01-01,2014-01, 2014-Q1 ,2014.0,4200000,2014-02-01
736,Chain,Bitcoin,USA,CA,SF Bay Area,San Francisco,venture,A,2014-08-20,2014-08, 2014-Q3 ,2014.0,9500000,2014-02-01
737,ChallengePost,Curated Web,USA,NY,New York City,New York,seed/angel,0,2009-06-29,2009-06, 2009-Q2 ,2009.0,500000,2009-01-01
738,ChallengePost,Curated Web,USA,NY,New York City,New York,venture,A,2011-08-09,2011-08, 2011-Q3 ,2011.0,4100000,2009-01-01
739,Change Healthcare,Hospitals,USA,TN,Nashville,Brentwood,venture,A,2007-09-01,2007-09, 2007-Q3 ,2007.0,1000000,2007-01-01
740,Change Healthcare,Hospitals,USA,TN,Nashville,Brentwood,venture,C,2012-01-17,2012-01, 2012-Q1 ,2012.0,9300000,2007-01-01
741,Change Healthcare,Hospitals,USA,TN,Nashville,Brentwood,venture,D,2013-08-13,2013-08, 2013-Q3 ,2013.0,15000000,2007-01-01
742,Change Lane,Hospitality,USA,MN,Minneapolis,Eden Prairie,seed/angel,0,2014-01-21,2014-01, 2014-Q1 ,2014.0,75000,2013-01-01
743,Change Lane,Hospitality,USA,MN,Minneapolis,Eden Prairie,venture,A,2014-09-09,2014-09, 2014-Q3 ,2014.0,1024999,2013-01-01
744,Change.org,Curated Web,USA,CA,SF Bay Area,San Francisco,venture,A,2012-01-11,2012-01, 2012-Q1 ,2012.0,2000000,2007-02-01
745,Change.org,Curated Web,USA,CA,SF Bay Area,San Francisco,venture,B,2013-05-21,2013-05, 2013-Q2 ,2013.0,15000000,2007-02-01
746,Channelinsight,Enterprise Software,USA,CO,Denver,Denver,venture,C,2011-04-20,2011-04, 2011-Q2 ,2011.0,10000000,2009-01-01
747,Channelinsight,Enterprise Software,USA,CO,Denver,Denver,venture,D,2012-04-04,2012-04, 2012-Q2 ,2012.0,3304657,2009-01-01
748,ChargeBee,Billing,USA,CA,Ontario - Inland Empire,Walnut,seed/angel,0,2012-10-01,2012-10, 2012-Q4 ,2012.0,370000,2011-01-01
749,ChargeBee,Billing,USA,CA,Ontario - Inland Empire,Walnut,venture,A,2014-01-13,2014-01, 2014-Q1 ,2014.0,800000,2011-01-01
750,"ChargePoint, Inc.",Clean Technology,USA,CA,SF Bay Area,Campbell,venture,A,2009-01-26,2009-01, 2009-Q1 ,2009.0,3750000,2007-01-01
751,"ChargePoint, Inc.",Clean Technology,USA,CA,SF Bay Area,Campbell,venture,B,2010-03-16,2010-03, 2010-Q1 ,2010.0,8743598,2007-01-01
752,"ChargePoint, Inc.",Clean Technology,USA,CA,SF Bay Area,Campbell,venture,C,2010-09-08,2010-09, 2010-Q3 ,2010.0,15000000,2007-01-01
753,"ChargePoint, Inc.",Clean Technology,USA,CA,SF Bay Area,Campbell,venture,D,2012-05-07,2012-05, 2012-Q2 ,2012.0,47500000,2007-01-01
754,"ChargePoint, Inc.",Clean Technology,USA,CA,SF Bay Area,Campbell,venture,E,2014-05-12,2014-05, 2014-Q2 ,2014.0,22600000,2007-01-01
755,Chartbeat,Real Time,USA,NY,New York City,New York,seed/angel,0,2010-09-01,2010-09, 2010-Q3 ,2010.0,3000000,2009-04-02
756,Chartbeat,Real Time,USA,NY,New York City,New York,venture,B,2012-04-16,2012-04, 2012-Q2 ,2012.0,9500000,2009-04-02
757,Chartboost,Games,USA,CA,SF Bay Area,San Francisco,venture,A,2011-10-01,2011-10, 2011-Q4 ,2011.0,2000000,2011-02-01
758,Chartboost,Games,USA,CA,SF Bay Area,San Francisco,venture,B,2013-01-08,2013-01, 2013-Q1 ,2013.0,19000000,2011-02-01
759,Chartcube,Collaboration,USA,CA,SF Bay Area,Burlingame,seed/angel,0,2013-05-22,2013-05, 2013-Q2 ,2013.0,550000,2013-01-01
760,Chartcube,Collaboration,USA,CA,SF Bay Area,Burlingame,venture,A,2014-11-06,2014-11, 2014-Q4 ,2014.0,4000000,2013-01-01
761,Chartio,Analytics,USA,CA,SF Bay Area,San Francisco,seed/angel,0,2010-06-01,2010-06, 2010-Q2 ,2010.0,1290000,2010-06-01
762,Chartio,Analytics,USA,CA,SF Bay Area,San Francisco,venture,A,2011-10-31,2011-10, 2011-Q4 ,2011.0,3150000,2010-06-01
763,ChatID,Mobile,USA,NY,New York City,New York,seed/angel,0,2012-01-01,2012-01, 2012-Q1 ,2012.0,2000000,2011-04-01
764,ChatID,Mobile,USA,NY,New York City,New York,venture,A,2014-04-08,2014-04, 2014-Q2 ,2014.0,4828180,2011-04-01
765,Check,Sports,USA,CA,SF Bay Area,Palo Alto,seed/angel,0,2008-01-01,2008-01, 2008-Q1 ,2008.0,1500000,2007-05-01
766,Check,Sports,USA,CA,SF Bay Area,Palo Alto,venture,A,2009-12-10,2009-12, 2009-Q4 ,2009.0,6500000,2007-05-01
767,Check,Sports,USA,CA,SF Bay Area,Palo Alto,venture,C,2013-09-04,2013-09, 2013-Q3 ,2013.0,24000000,2007-05-01
768,Cheezburger,SaaS,USA,WA,Seattle,Seattle,seed/angel,0,2007-08-01,2007-08, 2007-Q3 ,2007.0,2000000,2007-09-27
769,Cheezburger,SaaS,USA,WA,Seattle,Seattle,venture,A,2011-01-01,2011-01, 2011-Q1 ,2011.0,30000000,2007-09-27
770,Chef,Software,USA,WA,Seattle,Seattle,venture,A,2009-04-24,2009-04, 2009-Q2 ,2009.0,2500000,2008-09-12
771,Chef,Software,USA,WA,Seattle,Seattle,venture,B,2010-06-21,2010-06, 2010-Q2 ,2010.0,11000000,2008-09-12
772,Chef,Software,USA,WA,Seattle,Seattle,venture,C,2012-03-25,2012-03, 2012-Q1 ,2012.0,19500000,2008-09-12
773,Chef,Software,USA,WA,Seattle,Seattle,venture,D,2013-12-09,2013-12, 2013-Q4 ,2013.0,32000000,2008-09-12
774,"Chequed.com, Inc.",Software,USA,NY,"Albany, New York",Saratoga Springs,seed/angel,0,2009-01-01,2009-01, 2009-Q1 ,2009.0,150000,2008-10-01
775,"Chequed.com, Inc.",Software,USA,NY,"Albany, New York",Saratoga Springs,venture,A,2014-07-02,2014-07, 2014-Q3 ,2014.0,2450030,2008-10-01
776,Chirpify,Marketing Automation,USA,OR,"Portland, Oregon",Portland,seed/angel,0,2012-04-24,2012-04, 2012-Q2 ,2012.0,1300000,2011-07-01
777,Chirpify,Marketing Automation,USA,OR,"Portland, Oregon",Portland,venture,A,2013-07-31,2013-07, 2013-Q3 ,2013.0,4000000,2011-07-01
778,Chloe + Isabel,Social Commerce,USA,NY,New York City,New York,seed/angel,0,2011-01-01,2011-01, 2011-Q1 ,2011.0,3250000,2011-01-01
779,Chloe + Isabel,Social Commerce,USA,NY,New York City,New York,venture,C,2014-06-28,2014-06, 2014-Q2 ,2014.0,15000000,2011-01-01
780,Chomp,Mobile,USA,CA,SF Bay Area,San Francisco,seed/angel,0,2009-11-01,2009-11, 2009-Q4 ,2009.0,565000,2009-09-09
781,Chomp,Mobile,USA,CA,SF Bay Area,San Francisco,venture,A,2010-03-11,2010-03, 2010-Q1 ,2010.0,2000000,2009-09-09
782,Choose Energy,Clean Technology,USA,CA,SF Bay Area,San Francisco,venture,A,2013-03-26,2013-03, 2013-Q1 ,2013.0,4000000,2008-01-01
783,Choose Energy,Clean Technology,USA,CA,SF Bay Area,San Francisco,venture,B,2013-11-07,2013-11, 2013-Q4 ,2013.0,7500000,2008-01-01
784,ChoreMonster,Mobile,USA,OH,Cincinnati,Cincinnati,seed/angel,0,2014-06-30,2014-06, 2014-Q2 ,2014.0,120000,2011-08-01
785,ChoreMonster,Mobile,USA,OH,Cincinnati,Cincinnati,venture,A,2013-07-31,2013-07, 2013-Q3 ,2013.0,1500000,2011-08-01
786,Chromatik,Education,USA,CA,Los Angeles,Santa Monica,seed/angel,0,2012-11-15,2012-11, 2012-Q4 ,2012.0,2000000,2010-01-01
787,Chromatik,Education,USA,CA,Los Angeles,Santa Monica,venture,A,2013-05-08,2013-05, 2013-Q2 ,2013.0,5700000,2010-01-01
788,Chrome River Technologies,Software,USA,CA,Los Angeles,Los Angeles,venture,B,2012-05-01,2012-05, 2012-Q2 ,2012.0,3000000,2007-01-01
789,Chrome River Technologies,Software,USA,CA,Los Angeles,Los Angeles,venture,C,2014-01-14,2014-01, 2014-Q1 ,2014.0,17000000,2007-01-01
790,Chute,iOS,USA,CA,SF Bay Area,San Francisco,seed/angel,0,2012-06-07,2012-06, 2012-Q2 ,2012.0,20000,2011-06-01
791,Chute,iOS,USA,CA,SF Bay Area,San Francisco,venture,A,2013-05-07,2013-05, 2013-Q2 ,2013.0,7000000,2011-06-01
792,Cianna Medical,Health Care,USA,CA,Anaheim,Aliso Viejo,venture,A,2008-02-26,2008-02, 2008-Q1 ,2008.0,9000000,2007-01-01
793,Cianna Medical,Health Care,USA,CA,Anaheim,Aliso Viejo,venture,B,2011-04-28,2011-04, 2011-Q2 ,2011.0,12000000,2007-01-01
794,Circle Inc,Social Media,USA,CA,SF Bay Area,Palo Alto,seed/angel,0,2011-01-01,2011-01, 2011-Q1 ,2011.0,1000000,2010-10-27
795,Circle Inc,Social Media,USA,CA,SF Bay Area,Palo Alto,venture,A,2011-06-30,2011-06, 2011-Q2 ,2011.0,5000000,2010-10-27
796,Circle Internet Financial,Bitcoin,USA,MA,Boston,Boston,venture,A,2013-10-30,2013-10, 2013-Q4 ,2013.0,9000000,2013-01-01
797,Circle Internet Financial,Bitcoin,USA,MA,Boston,Boston,venture,B,2014-03-26,2014-03, 2014-Q1 ,2014.0,17000000,2013-01-01
798,CircleCI,PaaS,USA,CA,SF Bay Area,San Francisco,seed/angel,0,2013-02-25,2013-02, 2013-Q1 ,2013.0,1500000,2011-09-01
799,CircleCI,PaaS,USA,CA,SF Bay Area,San Francisco,venture,A,2014-02-07,2014-02, 2014-Q1 ,2014.0,6000000,2011-09-01
800,CircleUp,Venture Capital,USA,CA,SF Bay Area,San Francisco,seed/angel,0,2012-04-18,2012-04, 2012-Q2 ,2012.0,1500000,2011-10-01
801,CircleUp,Venture Capital,USA,CA,SF Bay Area,San Francisco,venture,A,2013-05-07,2013-05, 2013-Q2 ,2013.0,7500000,2011-10-01
802,CircleUp,Venture Capital,USA,CA,SF Bay Area,San Francisco,venture,B,2014-03-26,2014-03, 2014-Q1 ,2014.0,14000000,2011-10-01
803,Ciris Energy,Clean Technology,USA,CO,Denver,Centennial,venture,B,2011-01-03,2011-01, 2011-Q1 ,2011.0,23900000,2007-01-01
804,Ciris Energy,Clean Technology,USA,CO,Denver,Centennial,venture,C,2013-07-26,2013-07, 2013-Q3 ,2013.0,25000000,2007-01-01
805,Cirtas Systems,Enterprise Software,USA,CA,SF Bay Area,San Jose,venture,A,2010-09-20,2010-09, 2010-Q3 ,2010.0,10000000,2008-11-01
806,Cirtas Systems,Enterprise Software,USA,CA,SF Bay Area,San Jose,venture,B,2011-01-25,2011-01, 2011-Q1 ,2011.0,22500000,2008-11-01
807,CityScan,E-Commerce,USA,IL,Chicago,Chicago,seed/angel,0,2013-04-10,2013-04, 2013-Q2 ,2013.0,310000,2011-01-01
808,CityScan,E-Commerce,USA,IL,Chicago,Chicago,venture,A,2014-05-22,2014-05, 2014-Q2 ,2014.0,150000,2011-01-01
809,CitySourced,Mobile,USA,CA,Los Angeles,Los Angeles,seed/angel,0,2009-05-01,2009-05, 2009-Q2 ,2009.0,65000,2009-07-01
810,CitySourced,Mobile,USA,CA,Los Angeles,Los Angeles,venture,A,2011-12-19,2011-12, 2011-Q4 ,2011.0,1330000,2009-07-01
811,Citymaps,Maps,USA,NY,New York City,New York,seed/angel,0,2010-11-01,2010-11, 2010-Q4 ,2010.0,1000000,2010-11-01
812,Citymaps,Maps,USA,NY,New York City,New York,venture,A,2011-12-01,2011-12, 2011-Q4 ,2011.0,2500000,2010-11-01
813,Civitas Therapeutics,Biotechnology,USA,MA,Boston,Chelsea,venture,A,2011-01-10,2011-01, 2011-Q1 ,2011.0,20000000,2009-01-01
814,Civitas Therapeutics,Biotechnology,USA,MA,Boston,Chelsea,venture,B,2013-09-11,2013-09, 2013-Q3 ,2013.0,38000000,2009-01-01
815,Civitas Therapeutics,Biotechnology,USA,MA,Boston,Chelsea,venture,C,2014-08-25,2014-08, 2014-Q3 ,2014.0,55000000,2009-01-01
